word,pinyin,meaning_en,level,category,cky_mandatory
晚風,wǎn fēng,evening wind,L4,天文氣象,
晨曦,chén xī,first rays of morning sun,L4,天文氣象,
晨風,chén fēng,morning wind,L4,天文氣象,
晶瑩,jīng yíng,sparkling and translucent,L4,天文氣象,
暴風,bào fēng,windstorm,L4,天文氣象,
曙光,shǔ guāng,the first light of dawn,L4,天文氣象,
月明星稀,yuè míng xīng xī,moon star rare,L4,天文氣象,
月牙,yuè yá,crescent moon,L4,天文氣象,
月色,yuè sè,moonlight,L4,天文氣象,
月蝕,yuè shí,lunar eclipse,L4,天文氣象,
朝陽,cháo yáng,chaoyang,L4,天文氣象,
朦朧,méng lóng,dim,L4,天文氣象,
殘月,cán yuè,waning moon,L4,天文氣象,
殘陽,cán yáng,destroy positive,L4,天文氣象,
水龍捲,shuǐ lóng juǎn,water tornado,L4,天文氣象,
沙沙,shā shā,rustle,L4,天文氣象,
瀝瀝,lì lì,drip,L4,天文氣象,
火焰,huǒ yàn,blaze,L4,天文氣象,
火熱,huǒ rè,fiery,L4,天文氣象,
火辣辣,huǒ là là,scorching hot,L4,天文氣象,
炎炎,yán yán,scorching,L4,天文氣象,
烈日,liè rì,liege,L4,天文氣象,
烤灼,kǎo zhuó,roast burn,L4,天文氣象,
照耀,zhào yào,to shine,L4,天文氣象,
狂風大作,kuáng fēng dà zuò,gale your work,L4,天文氣象,
皎潔,jiǎo jié,shining clean,L4,天文氣象,
萬丈光芒,wàn zhàng guāng máng,boundless radiance,L4,天文氣象,
繁星,fán xīng,many stars,L4,天文氣象,
習習,xí xí,blowing gently,L4,天文氣象,
蕭蕭,xiāo xiāo,chinese mugwort,L4,天文氣象,
西風,xī fēng,the West wind,L4,天文氣象,
豔陽高照,yàn Yáng gāo zhào,shine,L4,天文氣象,
閃爍,shǎn shuò,flickering,L4,天文氣象,
閃耀,shǎn yào,to glint,L4,天文氣象,
陣陣,zhèn zhèn,disposition of troops,L4,天文氣象,
陣風,zhèn fēng,gust,L4,天文氣象,
風,fēng,wind,L4,天文氣象,
風起雲湧,fēng qǐ yún yǒng,to surge like a gathering storm,L4,天文氣象,
颯颯,sà sà,soughing,L4,天文氣象,
颱風,tái fēng,typhoon,L4,天文氣象,
飄拂,piāo fú,to drift lightly,L4,天文氣象,
驕陽,jiāo yáng,blazing sun,L4,天文氣象,
龍捲風,lóng juǎn fēng,tornado,L4,天文氣象,
彩色,cǎi sè,color,L4,顏色,
暗灰,àn huī,dark ash,L4,顏色,
淡紫,dàn zǐ,insipid purple,L4,顏色,
深黑,shēn hēi,old black,L4,顏色,
淺黑,qiǎn hēi,dark,L4,顏色,
灰濛濛,huī méng méng,ash drizzle,L4,顏色,
灰黑,huī hēi,ash black,L4,顏色,
炭黑,tàn hēi,wood charcoal black,L4,顏色,
焦黑,jiāo hēi,burnt black,L4,顏色,
白濛濛,bái méng méng,white drizzle,L4,顏色,
白皚皚,bái ái ái,white white as snow,L4,顏色,
白茫茫,bái máng máng,a vast expanse of whiteness,L4,顏色,
粉白,fěn bái,powder white,L4,顏色,
茄子紫,qié zi zǐ,eggplant purple,L4,顏色,
葡萄灰,pú tao huī,grape ash,L4,顏色,
銀白,yín bái,silver white,L4,顏色,
靛紫,diàn zǐ,indigo pigment purple,L4,顏色,
黑沉沉,hēi chén chén,pitch-dark,L4,顏色,
黑黝黝,hēi yǒu yǒu,black,L4,顏色,
湛藍,zhàn lán,azure,L4,顏色,
綠油油,lǜ yóu yóu,lush green,L4,顏色,
綠茸茸,lǜ róng róng,green soft and fine,L4,顏色,
灰藍,huī lán,ash blue,L4,顏色,
大紅,dà hóng,crimson,L4,顏色,
天藍,tiān lán,sky blue,L4,顏色,
奶黃,nǎi huáng,custard,L4,顏色,
寶石藍,bǎo shí lán,precious stone blue,L4,顏色,
寶藍,bǎo lán,sapphire blue,L4,顏色,
桃紅,táo hóng,pink,L4,顏色,
梨黃,lí huáng,pear yellow,L4,顏色,
棗紅,zǎo gōng,jujube red,L4,顏色,
橘紅,jú hóng,orange,L4,顏色,
橙紅,chéng gōng,orange tree red,L4,顏色,
橙黃,chéng huáng,orange yellow,L4,顏色,
檸檬黃,níng méng huáng,lemon yellow,L4,顏色,
殷紅,yān hóng,dark red,L4,顏色,
海水藍,hǎi shuǐ lán,seawater blue,L4,顏色,
海藍,hǎi lán,ocean blue,L4,顏色,
淡綠,dàn lǜ,insipid green,L4,顏色,
淡藍,dàn lán,insipid blue,L4,顏色,
淡青,dàn qīng,insipid green,L4,顏色,
淡黃,dàn huáng,light yellow,L4,顏色,
深紅,shēn gōng,old red,L4,顏色,
深綠,shēn lǜ,dark green,L4,顏色,
深藍,shēn lán,deep Blue,L4,顏色,
深黃,shēn huáng,old yellow,L4,顏色,
淺紅,jiān gōng,sound of moving water red,L4,顏色,
淺藍,jiān lán,sound of moving water blue,L4,顏色,
淺黃,jiān huáng,sound of moving water yellow,L4,顏色,
湖水綠,hú shuǐ lǜ,lake light green,L4,顏色,
玫瑰紅,méi guī gōng,rugosa rose red,L4,顏色,
碧藍,bì lán,dark blue,L4,顏色,
米黃,mǐ huáng,beige,L4,顏色,
粉紅,fěn hóng,pink,L4,顏色,
粉綠,fěn lǜ,powder green,L4,顏色,
粉藍,fěn lán,powder blue,L4,顏色,
紫紅,zǐ gōng,purple red,L4,顏色,
草綠,cǎo lǜ,grass green,L4,顏色,
草青,cǎo qīng,grass green,L4,顏色,
草黃,cǎo huáng,grass yellow,L4,顏色,
葉綠,yè lǜ,leaf green,L4,顏色,
蔚藍,wèi lán,azure,L4,顏色,
藍幽幽,lán yōu yōu,blue faint,L4,顏色,
藍盈盈,lán yíng yíng,blue full,L4,顏色,
蘋果綠,píng guǒ lǜ,apple green,L4,顏色,
血紅,xiě gōng,blood red,L4,顏色,
青,qīng,green,L4,顏色,
青森森,qīng sēn sēn,green dense,L4,顏色,
青綠,qīng lǜ,lush green,L4,顏色,
青翠,qīng cuì,fresh and green,L4,顏色,
鮮黃,xiān huáng,fresh yellow,L4,顏色,
鴨綠,yā lǜ,duck ( green,L4,顏色,
鵝黃,é huáng,goose yellow,L4,顏色,
墨綠,mò lǜ,dark green,L4,顏色,
大方,dà fāng,expert,L4,物品,
傾斜,qīng xié,to incline,L4,物品,
光鮮,guāng xiān,bright and neat,L4,物品,
別致,bié zhì,distinctive and elegant,L4,物品,
古樸,gǔ pǔ,simple and unadorned,L4,物品,
可靠,kě kào,reliable,L4,物品,
單調,dān diào,monotonous,L4,物品,
四四方方,sì sì fāng fāng,four four-way square,L4,物品,
垂直,chuí zhí,perpendicular,L4,物品,
奇特,qí tè,peculiar,L4,物品,
奇異,qí yì,fantastic,L4,物品,
實用,shí yòng,practical,L4,物品,
嶄新,zhǎn xīn,brand new,L4,物品,
平滑,píng huá,flat and smooth,L4,物品,
彎曲,wān qū,to bend,L4,物品,
悅耳,yuè ěr,sweet-sounding,L4,物品,
方方正正,fāng fāng zhèng zhèng,square-shaped,L4,物品,
歪斜,wāi xié,crooked,L4,物品,
涼冰冰,liáng bīng bīng,cool ice,L4,物品,
渾圓,hún yuán,perfectly round,L4,物品,
滋潤,zī rùn,moist,L4,物品,
省電,shěng diàn,to save electricity,L4,物品,
稀有,xī yǒu,uncommon,L4,物品,
精巧,jīng qiǎo,elaborate,L4,物品,
精細,jīng xì,fine,L4,物品,
經濟,jīng jì,economy,L4,物品,
耐看,nài kàn,able to withstand careful appreciation,L4,物品,
銳利,ruì lì,sharp,L4,物品,
陳舊,chén jiù,old-fashioned,L4,物品,
嫩滑,nèn huá,young and tender slip,L4,食物,
油膩,yóu nì,greasy food,L4,食物,
清甜,qīng tián,clear and sweet,L4,食物,
滑溜,huá liū,to sauté in sticky sauce,L4,食物,
炆,wén,to simmer,L4,食物,
炒,chǎo,to sauté,L4,食物,
炸,zhá,to deep fry,L4,食物,
烤,kǎo,to roast,L4,食物,
焗,jú,to cook in salt or sand,L4,食物,
煎,jiān,to pan fry,L4,食物,
煨,wēi,to simmer,L4,食物,
蒸,zhēng,to evaporate,L4,食物,
燉,dùn,to stew,L4,食物,
燒,shāo,to burn,L4,食物,
燙,tàng,to scald,L4,食物,
燜,mèn,to cook in a covered vessel,L4,食物,
燴,huì,to braise,L4,食物,
甘甜,gān tián,sweet,L4,食物,
甘香,gān xiāng,sweet fragrant,L4,食物,
甜蜜蜜,tián mì mì,very sweet,L4,食物,
腥,xīng,fishy,L4,食物,
苦澀,kǔ sè,bitter and astringent,L4,食物,
辛辣,xīn là,spicy hot,L4,食物,
香濃,xiāng nóng,fragrant concentrated,L4,食物,
鬆軟,sōng ruǎn,flexible,L4,食物,
鮮美,xiān měi,delicious,L4,食物,
麻,má,hemp,L4,食物,
豔麗,yàn lì,korea,L4,動物,
白茸茸,bái róng róng,white soft and fine,L4,動物,
光潔,guāng jié,bright and clean,L4,動物,
叮叮咚咚,dīng dīng dōng dōng,tinkling or jingling sound dongdong,L4,動物,
吼,hǒu,to roar,L4,動物,
咆哮,páo xiào,to roar,L4,動物,
咕咕,gū gū,for the sound of a bird,L4,動物,
哞哞,mōu mōu,moo,L4,動物,
唧唧喳喳吠,jī jī zhā zhā fèi,chirp and bark noisily,L4,動物,
啁啾,zhōu jiū,twitter,L4,動物,
啼叫,tí jiào,cry shout,L4,動物,
啾啾,jiū jiū,wailing of child,L4,動物,
喳喳,chā cha,whisper,L4,動物,
嘩啦啦,huā lā lā,crashing sound,L4,動物,
報曉,bào xiǎo,to herald the break of day,L4,動物,
威武,wēi wǔ,might,L4,動物,
龐然大物,páng rán dà wù,huge monster,L4,動物,
棕色,zōng sè,brown,L4,動物,
滴滴答答,dī dī dā dā,a drop pattering sound answer,L4,動物,
玲瓏,líng lóng,clink of jewels,L4,動物,
血盆大口,xuè pén dà kǒu,bloody mouth wide open like a sacrificial bowl,L4,動物,
黑色,hēi sè,black,L4,動物,
頑強,wán qiáng,tenacious,L4,性格,
樸素,pǔ sù,plain and simple,L4,性格,
高貴,gāo guì,grandeur,L4,性格,
蠻幹,mán gàn,to act rashly,L4,性格,
廉潔,lián jié,incorruptible,L4,性格,
沉默,chén mò,taciturn,L4,性格,
不專注,bù zhuān zhù,no focus,L4,性格,
不氣餒,bù qì něi,no be discouraged,L4,性格,
勞心,láo xīn,to work with one's brains,L4,性格,
卓越,zhuó yuè,outstanding,L4,性格,
善忘,shàn wàng,to be forgetful,L4,性格,
嚴謹,yán jǐn,rigorous,L4,性格,
愚昧,yú mèi,ignorant,L4,性格,
慈悲,cí bēi,mercy,L4,性格,
投入,tóu rù,to throw into,L4,性格,
正義,zhèng yì,justice,L4,性格,
沉穩,chén wěn,steady,L4,性格,
沉靜,chén jìng,peaceful,L4,性格,
無私,wú sī,selfless,L4,性格,
爛漫,làn màn,unaffected,L4,性格,
盡職,jìn zhí,to discharge one's duties,L4,性格,
睿智,ruì zhì,wise and farsighted,L4,性格,
稱職,chèn zhí,well qualified,L4,性格,
粗心,cū xīn,careless,L4,性格,
精力旺盛,jīng lì wàng shèng,energy vigorous,L4,性格,
純潔,chún jié,pure,L4,性格,
耐心,nài xīn,to be patient,L4,性格,
英勇,yīng yǒng,heroic,L4,性格,
講求效率,jiǎng qiú xiào lǜ,stress efficiency,L4,性格,
負責任,fù zé rèn,to take responsibility,L4,性格,
貪玩,tān wán,to only want to have a good time,L4,性格,
貪睡,tān shuì,have a voracious desire for sleep,L4,性格,
追求品味,zhuī qiú pǐn wèi,pursue stubbornly sample,L4,性格,
鎮定,zhèn dìng,calm,L4,性格,
鬥志高昂,dòu zhì gāo áng,will fight hold high,L4,性格,
無憂無慮,wú yōu wú lǜ,carefree and without worries,L3,性格,
笨拙,bèn zhuō,clumsy,L3,性格,
亂七八糟,luàn qī bā zāo,chaotic,L3,性格,
游手好閒,yóu shǒu hǎo jiān,be idle good idle,L3,性格,
大公無私,dà gōng wú sī,selfless,L3,性格,
盡心盡力,jìn xīn jìn lì,making an all-out effort,L3,性格,
一毛不拔,yī máo bù bá,stingy,L3,性格,
先入為主,xiān rù wéi zhǔ,the first impression is the strongest,L3,性格,
學貫古今,xué guàn gǔ jīn,learn pierce through then and now,L3,性格,
守株待兔,shǒu zhū dài tù,lit. to guard a tree-stump,L3,性格,
居安思危,jū ān sī wēi,to think of danger in times of safety,L3,性格,
損人利己,sǔn rén lì jǐ,harming others for one's personal benefit,L3,性格,
明察秋毫,míng chá qiū háo,lit. seeing clearly the downy feathers of autumn,L3,性格,
杞人憂天,Qǐ rén yōu tiān,man of Qǐ fears the sky falling,L3,性格,
東施效顰,Dōng Shī xiào pín,lit. Dong Shi imitates Xi Shi's frown,L3,性格,
沐猴而冠,mù hóu ér guàn,lit. a monkey wearing a hat,L3,性格,
無微不至,wú wēi bù zhì,in every possible way,L3,性格,
無理取鬧,wú lǐ qǔ nào,to make trouble without reason,L3,性格,
狐假虎威,hú jiǎ hǔ wēi,lit. the fox exploits the tiger's might,L3,性格,
狗仗人勢,gǒu zhàng rén shì,a dog threatens based on master's power,L3,性格,
班門弄斧,Bān mén nòng fǔ,to display one's slight skill before an expert,L3,性格,
疾惡如仇,jí wù rú chóu,hate evil passionately,L3,性格,
膽小如鼠,dǎn xiǎo rú shǔ,chicken-hearted,L3,性格,
自相矛盾,zì xiāng máo dùn,to contradict oneself,L3,性格,
足智多謀,zú zhì duō móu,resourceful,L3,性格,
體貼入微,tǐ tiē rù wēi,to show every possible consideration,L3,性格,
默默付出,mò mò fù chū,in silence pay,L3,性格,
愚蠢,yú chǔn,silly,L3,性格,
出類拔萃,chū lèi bá cuì,to excel the common,L3,性格,
半途而廢,bàn tú ér fèi,to give up halfway,L3,性格,
孜孜不倦,zī zī bù juàn,lit. diligent and never slacking,L3,性格,
意志堅定,yì zhì jiān dìng,will firm,L3,性格,
畫龍點睛,huà lóng diǎn jīng,to paint a dragon and dot in the eyes,L3,性格,
破釜沉舟,pò fǔ chén zhōu,lit. to break the cauldrons and sink the boats,L3,性格,
虛偽,xū wěi,false,L3,性格,
螳臂擋車,táng bì dǎng chē,praying mantis arm resist car,L3,性格,
鍥而不捨,qiè ér bù shě,to chip away at a task and not abandon it,L3,性格,
厭惡,yàn wù,to loathe,L3,心理,
孤獨,gū dú,lonely,L3,心理,
感激,gǎn jī,to be grateful,L3,心理,
矛盾,máo dùn,contradiction,L3,心理,
落寞,luò mò,lonely,L3,心理,
討厭,tǎo yàn,to dislike,L3,心理,
內疚,nèi jiù,guilty conscience,L3,心理,
後悔,hòu huǐ,to regret,L3,心理,
急忙,jí máng,hastily,L3,心理,
悔恨,huǐ hèn,remorse,L3,心理,
悔疚,huǐ jiù,regret chronic disease,L3,心理,
憂心,yōu xīn,concerned,L3,心理,
懊惱,ào nǎo,annoyed,L3,心理,
羞慚,xiū cán,a disgrace,L3,心理,
驚惶失措,jīng huáng shī cuò,panic-stricken,L3,心理,
委屈,wěi qu,to feel wronged,L3,心理,
懊悔,ào huǐ,to feel remorse,L3,心理,
驚訝,jīng yà,amazed,L3,心理,
樂呵呵,lè hē hē,happily,L3,心理,
痛苦,tòng kǔ,pain,L3,心理,
寧靜,níng jìng,tranquil,L3,心理,
刺激,cì jī,to provoke,L3,心理,
厭倦,yàn juàn,to be weary of,L3,心理,
將信將疑,jiāng xìn jiāng yí,half believing,L3,心理,
急不可待,jí bù kě dài,impatient,L3,心理,
投訴,tóu sù,complaint,L3,心理,
昏昏欲睡,hūn hūn yù shuì,drowsy,L3,心理,
歡快,huān kuài,cheerful and lighthearted,L3,心理,
消沉,xiāo chén,depressed,L3,心理,
灰心,huī xīn,to lose heart,L3,心理,
着急,zháo jí,to worry,L3,心理,
精神抖擻,jīng shén dǒu sǒu,spirit trembling with excitement,L3,心理,
處之泰然,chǔ zhī tài rán,remain calm,L3,心理,
訴說,sù shuō,to recount,L3,心理,
開闢,kāi pì,to open up,L3,心理,
陌生,mò shēng,strange,L3,心理,
饒恕,ráo shù,to forgive,L3,動作,
伏,fú,to lean over,L3,動作,
侵襲,qīn xí,to invade,L3,動作,
動作,dòng zuò,movement,L3,動作,
培育,péi yù,to train,L3,動作,
審理,shěn lǐ,to hear,L3,動作,
對牛彈琴,duì niú tán qín,lit. to play the lute to a cow,L3,動作,
打草驚蛇,dǎ cǎo jīng shé,lit. beat the grass to scare the snake,L3,動作,
批准,pī zhǔn,to approve,L3,動作,
抵禦,dǐ yù,to resist,L3,動作,
推廣,tuī guǎng,to extend,L3,動作,
揭穿,jiē chuān,to expose,L3,動作,
放棄,fàng qì,to renounce,L3,動作,
沉睡,chén shuì,to be fast asleep,L3,動作,
牛刀小試,niú dāo xiǎo shì,show a little of one's ability,L3,動作,
省,shěng,to save,L3,動作,
碰,pèng,to touch,L3,動作,
移花接木,yí huā - jiē mù,lit. to graft flowers onto a tree,L3,動作,
結伴,jié bàn,to go with sb,L3,動作,
考慮,kǎo lǜ,to think over,L3,動作,
聯絡,lián luò,to get in touch with,L3,動作,
蘇醒,sū xǐng,perilla frutescens wake up,L3,動作,
行動,xíng dòng,operation,L3,動作,
診斷,zhěn duàn,to diagnose,L3,動作,
贈,zèng,to give as a present,L3,動作,
邀請,yāo qǐng,to invite,L3,動作,
鞠躬,jū gōng,to bow,L3,動作,
顫抖,chàn dǒu,to shudder,L3,動作,
騷擾,sāo rǎo,to disturb,L3,動作,
驅散,qū sàn,to disperse,L3,動作,
龍爭虎鬥,lóng zhēng hǔ dòu,lit. the dragon wars,L3,動作,
馬不停蹄,mǎ bù tíng tí,unrelenting,L3,動作,
擁抱,yōng bào,to embrace,L3,動作,
支持,zhī chí,to be in favor of,L3,動作,
理解,lǐ jiě,to comprehend,L3,動作,
動如脱兔,dòng rú tuō tù,move as shed rabbit,L3,動作,
筋疲力盡,jīn pí lì jìn,body weary,L3,動作,
改善,gǎi shàn,to make better,L3,動作,
研究,yán jiū,research,L3,動作,
研習,yán xí,research and study,L3,動作,
考察,kǎo chá,to inspect,L3,動作,
調查,diào chá,investigation,L3,動作,
追蹤,zhuī zōng,to follow a trail,L3,動作,
追尋,zhuī xún,to pursue,L3,動作,
修改,xiū gǎi,to amend,L3,動作,
照顧,zhào gu,to take care of,L3,動作,
湊近,còu jìn,to approach,L3,動作,
一鳴驚人,yī míng jīng rén,to amaze the world with a single brilliant feat,L3,動作,
不由自主,bù yóu zì zhǔ,can't help,L3,動作,
交還,jiāo huán,to return sth,L3,動作,
充飢,chōng jī,to allay one's hunger,L3,動作,
克服,kè fú,overcome,L3,動作,
動彈不得,dòng tan bu dé,to be unable to move a single step,L3,動作,
勸,quàn,to advise,L3,動作,
半離不棄,bàn lí bù qì,half leave no abandon,L3,動作,
受邀,shòu yāo,receive invite,L3,動作,
口乾舌燥,kǒu gān shé zào,lit. dry mouth and tongue,L3,動作,
咬緊牙關,yǎo jǐn yá guān,lit. to bite the teeth tightly,L3,動作,
品嘗,pǐn cháng,to taste a small amount,L3,動作,
售賣,shòu mài,to sell,L3,動作,
嬉戲,xī xì,to frolic,L3,動作,
寒喧,hán xuān,cold clamor,L3,動作,
將勤補拙,jiāng qín - bǔ zhuō,to compensate for lack of ability with hard work,L3,動作,
展開,zhǎn kāi,to unfold,L3,動作,
引領,yǐn lǐng,to crane one's neck,L3,動作,
急中生智,jí zhōng shēng zhì,quick witted in an emergency,L3,動作,
懂得,dǒng de,to understand,L3,動作,
應付,yìng fu,to deal with,L3,動作,
抓緊,zhuā jǐn,to keep a firm grip on,L3,動作,
探險,tàn xiǎn,to explore,L3,動作,
揮動,huī dòng,to wave sth,L3,動作,
搖晃,yáo huàng,to rock,L3,動作,
搬運,bān yùn,freight,L3,動作,
撫養,fǔ yǎng,to foster,L3,動作,
攻打,gōng dǎ,to attack,L3,動作,
教訓,jiào xun,to provide guidance,L3,動作,
歧視,qí shì,to discriminate against,L3,動作,
歸去,guī qù,return go,L3,動作,
治療,zhì liáo,to treat,L3,動作,
泊,bó,to anchor,L3,動作,
滿頭大汗,mǎn tóu dà hàn,brow beaded with sweat,L3,動作,
照,zhào,to shine,L3,動作,
爭執,zhēng zhí,to dispute,L3,動作,
牢記,láo jì,to keep in mind,L3,動作,
穿越,chuān yuè,to pass through,L3,動作,
簇擁,cù yōng,to crowd around,L3,動作,
編織,biān zhī,to weave,L3,動作,
聽信,tīng xìn,to listen to information,L3,動作,
脫掉,tuō diào,to remove,L3,動作,
見識激勵,jiàn shi jī lì,gain first-hand knowledge of sth encourage,L3,動作,
解渴,jiě kě,to quench,L3,動作,
解說,jiě shuō,to explain,L3,動作,
評價,píng jià,to evaluate,L3,動作,
請教,qǐng jiào,to ask for guidance,L3,動作,
讓座,ràng zuò,to give up one's seat for sb,L3,動作,
讚不絕口,zàn bù jué kǒu,to praise without cease,L3,動作,
讚許,zàn xǔ,to praise,L3,動作,
迫不得已,pò bù dé yǐ,to have no alternative,L3,動作,
過,guò,to cross,L3,動作,
遺忘,yí wàng,to forget,L3,動作,
預約,yù yuē,booking,L3,動作,
體會,tǐ huì,to know from experience,L3,動作,
如痴如醉,rú chī rú zuì,enthralled,L3,動作,
情不自禁,qíng bù zì jīn,cannot refrain from,L3,動作,
無動於衷,wú dòng yú zhōng,aloof,L3,動作,
目瞪口呆,mù dèng - kǒu dāi,dumbstruck,L3,動作,
爭先恐後,zhēng xiān kǒng hòu,striving to be first and fearing to be last,L3,動作,
憐憫,lián mǐn,to take pity on,L3,動作,
不情願,bù qíng yuàn,unwilling,L3,動作,
和顏悅色,hé yán yuè sè,amiable manner,L3,動作,
態度,tài du,manner,L3,動作,
拚命,pàn mìng,risk one's life; desperately,L3,動作,
搖頭晃腦,yáo tóu huǎng nǎo,shake one's head dazzle brain,L3,動作,
日以繼夜,rì yǐ jì yè,sun old continue night,L3,動作,
樂意,lè yì,to be willing to do sth,L3,動作,
樂滋滋,lè zī zī,contented,L3,動作,
滿有信心,mǎn yǒu xìn xīn,manchu ethnic group have confidence,L3,動作,
漸漸,jiàn jiàn,gradually,L3,動作,
熱切,rè qiè,fervent,L3,動作,
笑呵呵,xiào hē hē,old gentle laughter,L3,動作,
笑瞇瞇,xiào mī mī,old narrow one's eyes,L3,動作,
純熟,chún shú,skillful,L3,動作,
默默,mò mò,in silence,L3,動作,
專心,zhuān xīn,to focus one's attention,L3,動作,
起勁,qǐ jìn,energetic,L3,動作,
面紅耳赤,miàn hóng ěr chì,flushed with anger,L3,動作,
迫不及待,pò bù jí dài,impatient,L3,動作,
半信半疑,bàn xìn bàn yí,half doubting,L3,動作,
困擾,kùn rǎo,to perplex,L3,動作,
大發雷霆,dà fā léi tíng,to be furious,L3,動作,
嬉皮笑臉,xī pí xiào liǎn,all smiles,L3,動作,
留神,liú shén,to take care,L3,動作,
警惕,jǐng tì,to be on the alert,L3,動作,
乾澀,gān sè,dry and rough,L3,外貌,
像白玉般,xiàng bái yù bān,resemble white jade sort,L3,外貌,
兜風耳,dōu fēng ěr,catch the wind ear,L3,外貌,
參差不齊,cēn cī bù qí,variable,L3,外貌,
大大,dà dà,greatly,L3,外貌,
小小,xiǎo xiǎo,very small,L3,外貌,
尖尖,jiān jiān,sharp,L3,外貌,
左歪右倒,zuǒ wāi yòu dǎo,left askew right fall,L3,外貌,
扁扁,biǎn biǎn,flat,L3,外貌,
棱角分明,léng jiǎo fēn míng,edge and corner clear,L3,外貌,
潤澤,rùn zé,moist,L3,外貌,
焦黃,jiāo huáng,sallow,L3,外貌,
紅潤,hóng rùn,ruddy,L3,外貌,
缺了顆門牙,quē le kē mén yá,deficiency finish classifier for small spheres incisor,L3,外貌,
薄薄,báo báo,thin,L3,外貌,
豐厚,fēng hòu,generous,L3,外貌,
充滿神采,chōng mǎn shén cǎi,full of expression,L3,外貌,
八字眉,bā zì méi,sloping eyebrows,L3,外貌,
劍眉,jiàn méi,double-edged sword eyebrow,L3,外貌,
卷曲,juǎn qū,to curl,L3,外貌,
彎月眉,wān yuè méi,crescent moon eyebrow,L3,外貌,
挺直,tǐng zhí,upright,L3,外貌,
柳葉眉,liǔ yè méi,willow-leaf eyebrows,L3,外貌,
水汪汪,shuǐ wāng wāng,watery,L3,外貌,
水靈靈,shuǐ líng líng,bright and lively,L3,外貌,
濃濃,nóng nóng,concentrated,L3,外貌,
濃眉大眼,nóng méi dà yǎn,thick eyebrows and big eyes,L3,外貌,
發亮,fā liàng,to shine,L3,外貌,
眉清目秀,méi qīng mù xiù,pretty,L3,外貌,
眼大無神,yǎn dà mó shén,eye big not have god,L3,外貌,
短小,duǎn xiǎo,short small,L3,外貌,
粗粗,cū cū,wide,L3,外貌,
近視眼,jìn shì yǎn,shortsighted eye,L3,外貌,
高挺,gāo tǐng,high straight,L3,外貌,
黑白分明,hēi bái fēn míng,lit. black and white clearly contrasted,L3,外貌,
筆直,bǐ zhí,perfectly straight,L3,外貌,
小巧,xiǎo qiǎo,small and exquisite,L3,外貌,
杏眼,xìng yǎn,large,L3,外貌,
貝齒,bèi chǐ,pearly white teeth,L3,外貌,
拯救,zhěng jiù,to save,L3,環境保護,
珍惜,zhēn xī,to treasure,L3,環境保護,
伐林,fá lín,cut down japanese,L3,環境保護,
保持,bǎo chí,to keep,L3,環境保護,
保育,bǎo yù,childcare,L3,環境保護,
再用,zài yòng,again use,L3,環境保護,
分類,fēn lèi,to classify,L3,環境保護,
善用,shàn yòng,to be good at using,L3,環境保護,
回收,huí shōu,to recycle,L3,環境保護,
廢物,fèi wù,rubbish,L3,環境保護,
影響,yǐng xiǎng,influence,L3,環境保護,
循環,xún huán,to cycle,L3,環境保護,
性能,xìng néng,function,L3,環境保護,
指示,zhǐ shì,to point out,L3,環境保護,
提高,tí gāo,to raise,L3,環境保護,
效率,xiào lǜ,efficiency,L3,環境保護,
效益,xiào yì,benefit,L3,環境保護,
效能,xiào néng,efficacy,L3,環境保護,
標籤,biāo qiān,label,L3,環境保護,
氣候,qì hòu,climate,L3,環境保護,
淨化,jìng huà,to purify,L3,環境保護,
減低,jiǎn dī,to lower,L3,環境保護,
減少,jiǎn shǎo,to lessen,L3,環境保護,
減省,jiǎn shěng,lower save,L3,環境保護,
潔淨,jié jìng,clean,L3,環境保護,
瀕危動物,bīn wēi dòng wù,endangered animal,L3,環境保護,
環境,huán jìng,environment,L3,環境保護,
用電,yòng diàn,use lightning,L3,環境保護,
發揮,fā huī,to display,L3,環境保護,
確保,què bǎo,to ensure,L3,環境保護,
節約能源,jié yuē néng yuán,economize energy,L3,環境保護,
節能,jié néng,to conserve energy,L3,環境保護,
綠化,lǜ huà,to make green with plants,L3,環境保護,
耗盡,hào jìn,to exhaust,L3,環境保護,
處理,chǔ lǐ,to handle,L3,環境保護,
設定,shè dìng,to set,L3,環境保護,
調校,diào jiào,transfer check,L3,環境保護,
關上,guān shàng,to close,L3,環境保護,
關掉,guān diào,to switch off,L3,環境保護,
限制,xiàn zhì,to restrict,L3,環境保護,
電器,diàn qì,appliance,L3,環境保護,
浪費,làng fèi,to waste,L3,環境保護,
節約,jié yuē,to economize,L3,環境保護,
環保,huán bǎo,environmental protection,L3,環境保護,
用水,yòng shuǐ,use water,L3,環境保護,
互聯網,Hù lián wǎng,internet,L3,科技知識,
估計,gū jì,to estimate,L3,科技知識,
出神入化,chū shén rù huà,to reach perfection,L3,科技知識,
品質,pǐn zhì,character,L3,科技知識,
基因,jī yīn,gene,L3,科技知識,
尋找,xún zhǎo,to seek,L3,科技知識,
尖端,jiān duān,sharp pointed end,L3,科技知識,
技術,jì shù,technology,L3,科技知識,
探索,tàn suǒ,to explore,L3,科技知識,
提問,tí wèn,to question,L3,科技知識,
提煉,tí liàn,to extract,L3,科技知識,
搜尋,sōu xún,to search,L3,科技知識,
搜集,sōu jí,to gather,L3,科技知識,
時速,shí sù,speed per hour,L3,科技知識,
普及,pǔ jí,to spread extensively,L3,科技知識,
